District,U/R,CPN,Discp.
20,1,62.165,18
20,1,61.809,18
20,1,59.9,2
20,1,59.075,5
20,1,59.053,16
20,1,58.761,5
20,1,58.409,12
20,1,57.117,2
20,1,57.036,2
20,1,56.06800000000001,10
20,1,55.925,17
20,1,54.182,13
20,1,53.931,8
20,1,53.43,17
20,1,53.299,8
20,1,53.122,20
20,1,53.083,19
20,1,52.428,15
11,2,83.26100000000002,12
11,2,77.615,1
11,2,77.19,1
11,2,76.304,9
11,2,76.07300000000002,6
11,2,75.399,9
11,2,74.874,16
11,2,74.414,5
11,2,73.881,11
11,2,73.873,18
11,2,73.868,11
11,2,73.781,15
11,2,72.35300000000002,20
11,2,71.911,21
11,2,68.747,8
11,2,68.62899999999999,24
11,2,68.487,19
11,1,82.005,7
11,1,80.793,4
11,1,79.385,3
11,1,79.183,12
11,1,79.085,9
11,1,78.736,9
11,1,78.384,6
11,1,77.594,12
11,1,76.79899999999998,12
11,1,76.628,18
11,1,76.223,23
11,1,75.205,5
11,1,74.804,9
11,1,73.92699999999998,11
11,1,73.074,19
11,1,72.85300000000002,11
11,1,72.70100000000002,10
11,1,72.635,2
11,1,72.392,2
11,1,72.128,20
11,1,71.532,21
11,1,71.343,13
11,1,69.672,20
11,1,69.531,20
11,1,68.99600000000001,21
11,1,68.949,10
11,1,68.39399999999999,8
11,1,68.389,10
11,1,67.85600000000001,17
11,1,67.637,10
11,1,67.45100000000001,14
11,1,67.42699999999999,17
11,1,67.125,14
11,1,66.952,22
21,2,76.986,3
21,2,75.586,3
21,2,74.583,22
21,2,71.77199999999998,3
21,2,71.226,1
21,1,76.86399999999998,7
21,1,76.229,7
21,1,73.717,6
21,1,71.152,4
21,1,70.311,4
21,1,69.89,5
21,1,68.829,18
21,1,68.796,23
21,1,67.234,22
21,1,65.064,13
21,1,64.544,14
21,1,64.40100000000001,16
21,1,64.234,1
21,1,62.757,17
21,1,62.21,5
21,1,61.975,24
21,1,61.942,2
21,1,61.767,2
21,1,61.703,2
21,1,61.63399999999999,12
21,1,61.007,14
21,1,60.758,8
21,1,60.652,9
21,1,60.494,20
21,1,59.959,19
18,2,69.858,7
18,2,68.99600000000001,3
18,2,64.63,6
18,2,63.245,18
18,1,77.344,7
18,1,71.10600000000002,22
18,1,70.436,7
18,1,70.273,4
18,1,69.32,4
18,1,66.559,22
18,1,66.512,3
18,1,65.654,4
18,1,64.86,3
18,1,63.824,6
18,1,63.367,18
18,1,61.07899999999999,23
18,1,60.982,1
18,1,60.242,16
18,1,59.51600000000001,5
18,1,59.512,5
18,1,59.246,9
18,1,57.99,1
18,1,57.425,1
18,1,57.403,2
18,1,57.163,13
18,1,56.971,2
18,1,56.37,15
18,1,55.827,24
18,1,55.414,8
18,1,54.832,10
18,1,54.364,21
18,1,54.273,8
18,1,53.352,14
18,1,53.334,19
6,1,84.686,7
6,1,82.12100000000002,4
6,1,77.62100000000002,7
6,1,74.825,3
6,1,74.554,7
6,1,73.172,7
6,1,72.844,7
6,1,72.658,4
6,1,72.253,22
6,1,71.958,4
6,1,71.798,22
6,1,71.495,1
6,1,71.461,4
6,1,71.37899999999998,4
6,1,71.34899999999998,3
6,1,71.29,3
6,1,71.191,6
6,1,71.145,3
6,1,71.117,3
6,1,71.108,17
6,1,71.01100000000002,23
6,1,70.813,6
6,1,70.41,6
6,1,70.27199999999999,6
6,1,69.98,5
6,1,69.69,1
6,1,69.503,11
6,1,69.21300000000001,1
6,1,69.11399999999999,1
6,1,69.064,23
6,1,68.979,18
6,1,68.752,5
6,1,68.751,5
6,1,68.719,5
6,1,68.717,2
6,1,68.485,16
6,1,67.952,18
6,1,67.911,12
6,1,67.836,2
6,1,67.735,9
6,1,67.637,17
6,1,67.632,2
6,1,67.598,17
6,1,67.181,2
6,1,67.077,16
6,1,66.807,24
6,1,66.48899999999999,15
6,1,66.485,24
6,1,66.447,15
6,1,66.187,19
6,1,65.939,13
6,1,65.935,8
6,1,65.57300000000001,8
6,1,65.501,13
6,1,65.35600000000001,8
6,1,65.286,21
6,1,65.132,20
6,1,65.04899999999999,14
6,1,65.042,14
6,1,64.977,14
6,1,64.965,19
6,1,64.533,10
6,1,64.219,19
19,1,70.484,7
19,1,68.907,1
19,1,68.828,7
19,1,68.82300000000001,7
19,1,68.69,22
19,1,68.273,4
19,1,66.10600000000001,4
19,1,64.517,1
19,1,63.931,4
19,1,62.63399999999999,1
19,1,62.082,3
19,1,60.394,5
19,1,60.179,5
19,1,59.434,3
19,1,58.878,3
19,1,58.331,3
19,1,58.168,23
19,1,58.048,18
19,1,57.735,16
19,1,57.269,5
19,1,56.541,6
19,1,56.46,6
19,1,56.342,16
19,1,56.213,19
19,1,54.837,2
19,1,54.16,15
19,1,53.643,2
19,1,53.551,13
19,1,53.53100000000001,9
19,1,52.363,19
19,1,50.398,15
19,1,50.383,11
19,1,50.322,24
13,1,82.478,7
13,1,79.52199999999998,1
13,1,78.556,7
13,1,78.45,7
13,1,78.182,4
13,1,78.10300000000002,4
13,1,77.592,3
13,1,77.494,1
13,1,76.597,1
13,1,76.167,4
13,1,76.12899999999998,23
13,1,76.058,12
13,1,75.699,6
13,1,75.095,22
13,1,74.283,3
13,1,74.28,3
13,1,73.561,5
13,1,73.499,6
13,1,73.39,5
13,1,73.234,22
13,1,73.024,5
13,1,72.993,6
13,1,72.543,2
13,1,71.624,2
13,1,71.27600000000002,16
13,1,71.23,2
13,1,70.388,13
13,1,70.275,18
13,1,70.227,8
13,1,70.085,11
13,1,69.665,16
13,1,69.65,15
13,1,69.197,18
13,1,69.098,10
13,1,68.751,13
13,1,68.627,21
13,1,68.559,14
13,1,68.248,20
13,1,67.87899999999999,14
13,1,67.766,24
13,1,66.939,8
13,1,66.809,17
13,1,66.461,17
13,1,65.89399999999999,19
