District,U/R,CPN,Discp.
Sanghar,R,66.217,AR
Sanghar,R,66.083,TL
Sanghar,R,65.833,TE
Sanghar,R,65.733,TL
Sanghar,R,65.686,ME-K
Sanghar,R,65.424,TL
Sanghar,R,65.212,TL
Sanghar,R,65.211,TE
Sanghar,R,65.173,IN
Sanghar,R,65.157,TL
Sanghar,R,65.127,TL-P
Sanghar,R,63.868,MT
Sanghar,R,63.837,IN
Sanghar,R,63.711,AR
Sanghar,R,63.634,IN
Sanghar,R,63.344,CE-K
Sanghar,R,63.213,ME-K
Sanghar,R,62.815,ES-K
Sanghar,R,62.516,EE
Sanghar,R,62.443,IN
Sanghar,R,62.173,MT
Sanghar,R,62.065,EE
Sanghar,R,61.998,TE
Sanghar,R,61.983,MN
Sanghar,R,61.891,SW-K
Sanghar,R,61.842,MN
Sanghar,R,61.807,CRP-P
Sanghar,R,61.752,TE
Sanghar,R,61.583,EE
Sanghar,R,61.428,MN
Sanghar,R,61.427,MN
Sanghar,R,61.235,TE
Sanghar,R,61.018,MT
Sanghar,R,60.994,PG-K
Sanghar,R,60.865,PG-K
Sanghar,R,60.844,CRP
Sanghar,R,60.793,CRP
Sanghar,R,60.579,CRP
Sanghar,R,60.545,SW-K-P
Shikarpur,U,74.925,ME
Shikarpur,U,74.580,SW
Shikarpur,U,73.837,PG-P
Shikarpur,U,73.669,ME-K
Shikarpur,U,72.939,ES
Shikarpur,R,78.597,CE
Shikarpur,R,77.713,EL
Shikarpur,R,74.732,ch
Shikarpur,R,74.168,MTE
Shikarpur,R,73.643,AR
Shikarpur,R,72.156,ES
Shikarpur,R,71.666,CS
Shikarpur,R,70.701,EL-K
Shikarpur,R,70.273,AR
Shikarpur,R,69.832,SW
Shikarpur,R,69.594,ME-K
Shikarpur,R,69.370,EL-K
Shikarpur,R,68.963,CS
Shikarpur,R,67.661,CE-K
Shikarpur,R,67.344,TL
Shikarpur,R,67.308,CE-K
Shikarpur,R,66.111,IN
Shikarpur,R,66.087,ES-K
Shikarpur,R,66.079,PG-K
Shikarpur,R,66.063,TL
Shikarpur,R,65.964,TL
Shikarpur,R,65.827,SW-K
Shikarpur,R,65.824,ES-K
Shikarpur,R,65.610,BM
Shikarpur,R,65.503,PG-K
Shikarpur,R,65.373,PG-K
Shikarpur,R,65.251,SW-K
Shikarpur,R,65.156,MN
Shikarpur,R,65.018,CRP
Shikarpur,R,64.967,EE
Shikarpur,R,64.695,CRP
Shikarpur,R,63.747,MT-P
Shikarpur,R,62.809,MT
Shikarpur,R,62.785,TE
Shikarpur,R,62.557,TE
Sujawal,R,82.671,ME
Sujawal,R,71.437,CE
Sujawal,R,69.456,EL
Sujawal,R,69.012,ME
Sujawal,R,68.391,EL
Sujawal,R,67.984,CE
Sujawal,R,67.588,SW
Sujawal,R,66.972,CE
Sujawal,R,66.584,EL
Sujawal,R,65.230,ES
Sujawal,R,64.686,BM
Sujawal,R,64.410,SW
Sujawal,R,63.607,EE
Sujawal,R,62.895,ES
Sujawal,R,62.634,MTE
Sujawal,R,62.165,PG
Sujawal,R,61.809,PG
Sujawal,R,59.900,TL
Sujawal,R,59.075,CS
Sujawal,R,59.053,CH
Sujawal,R,58.761,CS
Sujawal,R,58.409,CE-K
Sujawal,R,57.117,TL
Sujawal,R,57.036,TL
Sujawal,R,56.068,PG-K
Sujawal,R,55.925,MN
Sujawal,R,54.182,AR
Sujawal,R,53.931,TE
Sujawal,R,53.430,MN
Sujawal,R,53.407,CRP-P
Sujawal,R,53.299,TE
Sujawal,R,53.122,ES-K
Sujawal,R,53.083,MT
Sujawal,R,52.428,IN
Sujawal,R,51.291,CRP-P
Sukkur,U,83.261,CE-K
Sukkur,U,77.615,SW
Sukkur,U,77.190,SW
Sukkur,U,76.304,EL-K
Sukkur,U,76.073,ES
Sukkur,U,75.399,EL-K
Sukkur,U,74.874,CH
Sukkur,U,74.414,CS
Sukkur,U,73.881,ME-K
Sukkur,U,73.873,PG
Sukkur,U,73.868,ME-K
Sukkur,U,73.781,IN
Sukkur,U,72.353,ES-K
Sukkur,U,71.911,SW-K
Sukkur,U,68.747,TE
Sukkur,U,68.629,EE
Sukkur,U,68.487,MT
Sukkur,R,82.005,CE
Sukkur,R,80.793,EL
Sukkur,R,79.385,ME
Sukkur,R,79.183,CE-K
Sukkur,R,79.085,EL-K
Sukkur,R,78.736,EL-K
Sukkur,R,78.384,ES
Sukkur,R,77.594,CE-K
Sukkur,R,76.873,CH-P
Sukkur,R,76.799,CE-K
Sukkur,R,76.628,PG
Sukkur,R,76.223,MTE
Sukkur,R,75.205,CS
Sukkur,R,74.804,EL-K
Sukkur,R,73.927,ME-K
Sukkur,R,73.074,MT
Sukkur,R,72.853,ME-K
Sukkur,R,72.701,PG-K
Sukkur,R,72.635,TL
Sukkur,R,72.392,TL
Sukkur,R,72.128,ES-K
Sukkur,R,71.532,SW-K
Sukkur,R,71.343,AR
Sukkur,R,69.672,ES-K
Sukkur,R,69.531,ES-K
Sukkur,R,68.996,SW-K
Sukkur,R,68.949,PG-K
Sukkur,R,68.394,TE
Sukkur,R,68.389,PG-K
Sukkur,R,67.856,MN
Sukkur,R,67.637,PG-K
Sukkur,R,67.451,CRP
Sukkur,R,67.427,MN
Sukkur,R,67.125,CRP
Sukkur,R,66.952,BM
T.Allahyar,U,76.986,ME
T.Allahyar,U,75.586,ME
T.Allahyar,U,74.583,BM
T.Allahyar,U,71.772,ME
T.Allahyar,U,71.226,SW
T.Allahyar,R,76.864,CE
T.Allahyar,R,76.229,CE
T.Allahyar,R,73.717,ES
T.Allahyar,R,71.152,EL
T.Allahyar,R,70.311,EL
T.Allahyar,R,69.890,CS
T.Allahyar,R,68.829,PG
T.Allahyar,R,68.796,MTE
T.Allahyar,R,67.234,BM
T.Allahyar,R,65.064,AR
T.Allahyar,R,64.544,CRP
T.Allahyar,R,64.401,CH
T.Allahyar,R,64.234,SW
T.Allahyar,R,62.757,MN
T.Allahyar,R,62.210,CS
T.Allahyar,R,61.975,EE
T.Allahyar,R,61.942,TL
T.Allahyar,R,61.767,TL
T.Allahyar,R,61.703,TL
T.Allahyar,R,61.634,CE-K
T.Allahyar,R,61.368,IN-P
T.Allahyar,R,61.007,CRP
T.Allahyar,R,60.758,TE
T.Allahyar,R,60.652,EL-K
T.Allahyar,R,60.494,ES-K
T.Allahyar,R,59.959,MT
T.Allahyar,R,59.718,MT-P
T.M.Khan,U,69.858,CE
T.M.Khan,U,68.996,ME
T.M.Khan,U,64.630,ES
T.M.Khan,U,63.245,PG
T.M.Khan,R,77.344,CE
T.M.Khan,R,71.106,BM
T.M.Khan,R,70.436,CE
T.M.Khan,R,70.273,EL
T.M.Khan,R,69.320,EL
T.M.Khan,R,66.559,BM
T.M.Khan,R,66.512,ME
T.M.Khan,R,65.654,EL
T.M.Khan,R,64.860,ME
T.M.Khan,R,63.824,ES
T.M.Khan,R,63.367,PG
T.M.Khan,R,61.079,MTE
T.M.Khan,R,60.982,SW
T.M.Khan,R,60.242,CH
T.M.Khan,R,59.516,CS
T.M.Khan,R,59.512,CS
T.M.Khan,R,59.246,EL-K
T.M.Khan,R,57.990,SW
T.M.Khan,R,57.537,MN-P
T.M.Khan,R,57.425,SW
T.M.Khan,R,57.403,TL
T.M.Khan,R,57.163,AR
T.M.Khan,R,56.971,TL
T.M.Khan,R,56.370,IN
T.M.Khan,R,55.827,EE
T.M.Khan,R,55.414,TE
T.M.Khan,R,54.832,PG-K
T.M.Khan,R,54.364,SW-K
T.M.Khan,R,54.273,TE
T.M.Khan,R,53.352,CRP
T.M.Khan,R,53.334,MT
Tharparkar,R,84.686,CE
Tharparkar,R,82.121,EL
Tharparkar,R,77.621,CE
Tharparkar,R,74.825,ME
Tharparkar,R,74.554,CE
Tharparkar,R,73.172,CE
Tharparkar,R,72.844,CE
Tharparkar,R,72.658,EL
Tharparkar,R,72.253,BM
Tharparkar,R,71.958,EL
Tharparkar,R,71.798,BM
Tharparkar,R,71.495,SW
Tharparkar,R,71.461,EL
Tharparkar,R,71.379,EL
Tharparkar,R,71.349,ME
Tharparkar,R,71.290,ME
Tharparkar,R,71.191,ES
Tharparkar,R,71.145,ME
Tharparkar,R,71.117,ME
Tharparkar,R,71.108,MN
Tharparkar,R,71.011,MTE
Tharparkar,R,70.813,ES
Tharparkar,R,70.410,ES
Tharparkar,R,70.272,ES
Tharparkar,R,69.980,CS
Tharparkar,R,69.690,SW
Tharparkar,R,69.503,ME-K
Tharparkar,R,69.213,SW
Tharparkar,R,69.114,SW
Tharparkar,R,69.064,MTE
Tharparkar,R,68.979,PG
Tharparkar,R,68.752,CS
Tharparkar,R,68.751,CS
Tharparkar,R,68.719,CS
Tharparkar,R,68.717,TL
Tharparkar,R,68.485,CH
Tharparkar,R,67.952,PG
Tharparkar,R,67.911,CE-K
Tharparkar,R,67.836,TL
Tharparkar,R,67.735,EL-K
Tharparkar,R,67.637,MN
Tharparkar,R,67.632,TL
Tharparkar,R,67.598,MN
Tharparkar,R,67.181,TL
Tharparkar,R,67.077,CH
Tharparkar,R,66.807,EE
Tharparkar,R,66.489,IN
Tharparkar,R,66.485,EE
Tharparkar,R,66.447,IN
Tharparkar,R,66.187,MT
Tharparkar,R,65.939,AR
Tharparkar,R,65.935,TE
Tharparkar,R,65.573,TE
Tharparkar,R,65.501,AR
Tharparkar,R,65.356,TE
Tharparkar,R,65.286,SW-K
Tharparkar,R,65.132,ES-K
Tharparkar,R,65.049,CRP
Tharparkar,R,65.042,CRP
Tharparkar,R,64.977,CRP
Tharparkar,R,64.965,MT
Tharparkar,R,64.533,PG-K
Tharparkar,R,64.219,MT
Thatta,R,70.484,CE
Thatta,R,68.907,SW
Thatta,R,68.828,CE
Thatta,R,68.823,CE
Thatta,R,68.690,BM
Thatta,R,68.273,EL
Thatta,R,66.106,EL
Thatta,R,64.517,SW
Thatta,R,63.931,EL
Thatta,R,62.634,SW
Thatta,R,62.082,ME
Thatta,R,60.394,CS
Thatta,R,60.179,CS
Thatta,R,59.434,ME
Thatta,R,58.878,ME
Thatta,R,58.331,ME
Thatta,R,58.168,MTE
Thatta,R,58.048,PG
Thatta,R,57.735,CH
Thatta,R,57.269,CS
Thatta,R,56.541,ES
Thatta,R,56.460,ES
Thatta,R,56.342,CH
Thatta,R,56.213,MT
Thatta,R,54.837,TL
Thatta,R,54.160,IN
Thatta,R,53.643,TL
Thatta,R,53.551,AR
Thatta,R,53.531,EL-K
Thatta,R,52.363,MT
Thatta,R,50.398,IN
Thatta,R,50.383,ME-K
Thatta,R,50.322,EE
Umerkot,R,82.478,CE
Umerkot,R,79.522,SW
Umerkot,R,78.556,CE
Umerkot,R,78.450,CE
Umerkot,R,78.182,EL
Umerkot,R,78.103,EL
Umerkot,R,77.592,ME
Umerkot,R,77.494,SW
Umerkot,R,76.597,SW
Umerkot,R,76.167,EL
Umerkot,R,76.129,MTE
Umerkot,R,76.058,CE-K
Umerkot,R,75.699,ES
Umerkot,R,75.095,BM
Umerkot,R,74.283,ME
Umerkot,R,74.280,ME
Umerkot,R,73.561,CS
Umerkot,R,73.499,ES
Umerkot,R,73.390,CS
Umerkot,R,73.234,BM
Umerkot,R,73.024,CS
Umerkot,R,72.993,ES
Umerkot,R,72.543,TL
Umerkot,R,71.624,TL
Umerkot,R,71.276,CH
Umerkot,R,71.230,TL
Umerkot,R,70.388,AR
Umerkot,R,70.275,PG
Umerkot,R,70.227,TE
Umerkot,R,70.085,ME-K
Umerkot,R,69.665,CH
Umerkot,R,69.650,IN
Umerkot,R,69.197,PG
Umerkot,R,69.098,PG-K
Umerkot,R,68.751,AR
Umerkot,R,68.627,SW-K
Umerkot,R,68.559,CRP
Umerkot,R,68.248,ES-K
Umerkot,R,67.879,CRP
Umerkot,R,67.766,EE
Umerkot,R,67.705,IN-P
Umerkot,R,66.939,TE
Umerkot,R,66.809,MN
Umerkot,R,66.461,MN
Umerkot,R,65.894,MT
